f1_score,loss,val_f1_score,val_loss
0.4162290394306183,0.6026513576507568,0.0,0.7808821797370911
0.5224659442901611,0.47990062832832336,0.0,0.7572304010391235
0.5688080191612244,0.45030567049980164,0.0,0.7492937445640564
0.5947768092155457,0.40942850708961487,0.0,0.7553738355636597
0.6351702213287354,0.3732852637767792,0.0,0.757992684841156
0.6382430195808411,0.37317711114883423,0.0,0.8048015832901001
0.6697925925254822,0.33659636974334717,0.0,0.7940444946289062
0.6935645937919617,0.32015466690063477,0.1965511590242386,0.6247279644012451
0.7098082900047302,0.31198832392692566,0.3249492049217224,0.5988593101501465
0.7405779361724854,0.27729272842407227,0.38550636172294617,0.5803455710411072
0.7568408250808716,0.25646138191223145,0.4340180456638336,0.5580931901931763
0.7465192675590515,0.2667589783668518,0.7176972031593323,0.30981940031051636
0.7724659442901611,0.23497864603996277,0.6531531810760498,0.3663956820964813
0.7815037369728088,0.2289566695690155,0.7396069765090942,0.2812313437461853
0.7718685865402222,0.24574531614780426,0.612927258014679,0.3931848704814911
0.7895662784576416,0.22416342794895172,0.6444714069366455,0.3839268386363983
0.7984785437583923,0.21318189799785614,0.7285997271537781,0.3075876235961914
0.8209730982780457,0.18614934384822845,0.7531222105026245,0.2767433524131775
0.8265700936317444,0.1851719319820404,0.5818121433258057,0.45723968744277954
0.8204008340835571,0.18806672096252441,0.6874948143959045,0.36240267753601074
0.8263040781021118,0.185036763548851,0.7754620313644409,0.24876751005649567
0.839346706867218,0.16670046746730804,0.6971585154533386,0.3277210593223572
0.8502362370491028,0.15900856256484985,0.732255756855011,0.28513526916503906
0.8459542989730835,0.1595391035079956,0.6789991855621338,0.3524949848651886
0.8389546871185303,0.1699124425649643,0.7219684720039368,0.31582340598106384
0.852982759475708,0.1555049866437912,0.7195518016815186,0.2972128093242645
0.8663729429244995,0.14171434938907623,0.8037212491035461,0.22256606817245483
0.8722318410873413,0.13629020750522614,0.7802400588989258,0.2457493096590042
0.8759787678718567,0.13140873610973358,0.8122962713241577,0.2037975937128067
0.867854118347168,0.138846755027771,0.808512270450592,0.2081381231546402
0.8780946135520935,0.1315709799528122,0.7877438068389893,0.2334008365869522
0.8842095136642456,0.1233285441994667,0.7776616811752319,0.24269896745681763
0.8909069299697876,0.11870197206735611,0.8044214248657227,0.21523869037628174
0.8943924903869629,0.1126302182674408,0.795129120349884,0.2196572870016098
0.8957659006118774,0.10962238162755966,0.7796644568443298,0.24092750251293182
0.8853338956832886,0.12323672324419022,0.7487122416496277,0.28728437423706055
0.8826794624328613,0.12578654289245605,0.7823867797851562,0.24515624344348907
0.8976089954376221,0.10949387401342392,0.8229039907455444,0.19244690239429474
0.9040257930755615,0.10422303527593613,0.8352426290512085,0.18492984771728516
0.903952956199646,0.10194597393274307,0.8360391855239868,0.17898689210414886
0.9078108072280884,0.09851345419883728,0.7863755226135254,0.2354923039674759
0.8914750218391418,0.12041307240724564,0.7706441283226013,0.2643730342388153
0.9043391942977905,0.10284943878650665,0.8259331583976746,0.19027072191238403
0.9147247672080994,0.09207255393266678,0.8340402841567993,0.18248647451400757
0.9163368940353394,0.08974800258874893,0.8081421256065369,0.20645447075366974
0.9189596176147461,0.08720887452363968,0.8159053325653076,0.21092526614665985
0.9080380201339722,0.09973163157701492,0.8119537234306335,0.21015456318855286
0.9119561910629272,0.0939437747001648,0.8096550703048706,0.20819272100925446
0.9130344390869141,0.09362956136465073,0.813572108745575,0.20419469475746155
0.9173332452774048,0.08927161246538162,0.8030304312705994,0.21856695413589478
0.9198480248451233,0.08653346449136734,0.8324392437934875,0.19060465693473816
0.9269760251045227,0.07970047742128372,0.8339523077011108,0.1869650036096573
0.9207228422164917,0.08598555624485016,0.8098040819168091,0.2122986912727356
0.9281788468360901,0.07793498039245605,0.8384660482406616,0.1803872138261795
0.9288623929023743,0.07786411792039871,0.8164311051368713,0.20492768287658691
0.9314999580383301,0.07559610158205032,0.8366802334785461,0.18563348054885864
0.9316494464874268,0.07491861283779144,0.8349974155426025,0.18725906312465668
0.9359227418899536,0.07056760787963867,0.8288781046867371,0.19044260680675507
0.9318636059761047,0.07523605227470398,0.809907078742981,0.2115985006093979
0.9326720833778381,0.07375656068325043,0.8478264808654785,0.16896192729473114
0.9345217943191528,0.07074219733476639,0.8416073322296143,0.1788914054632187
0.9352936744689941,0.07123760879039764,0.850345253944397,0.16809675097465515
0.9410911798477173,0.06580017507076263,0.8444023728370667,0.17325535416603088
0.9426028728485107,0.06346606463193893,0.8447636365890503,0.1743823140859604
0.9413419961929321,0.06419903039932251,0.8251537680625916,0.19515623152256012
0.9436092972755432,0.06176897510886192,0.8362919688224792,0.18613161146640778
0.9415079355239868,0.06391420215368271,0.8173227310180664,0.20573489367961884
0.9408982396125793,0.06440408527851105,0.841038703918457,0.18039435148239136
0.9444491863250732,0.06143395975232124,0.8293836116790771,0.18809495866298676
0.9399375915527344,0.06626094877719879,0.842538595199585,0.18008001148700714
0.9443642497062683,0.06160314753651619,0.8391332030296326,0.18310968577861786
0.9418302178382874,0.06376256793737411,0.8320202827453613,0.1881665736436844
0.9349580407142639,0.07091213762760162,0.8215075135231018,0.20580819249153137
0.9287589192390442,0.07690893113613129,0.8333685398101807,0.19362469017505646
0.9373337030410767,0.06769566982984543,0.8219470381736755,0.20245827734470367
0.9452662467956543,0.06104433909058571,0.8282973766326904,0.19400586187839508
0.9476455450057983,0.057846128940582275,0.8277841806411743,0.19247685372829437
0.9513359665870667,0.055383987724781036,0.8436064124107361,0.17762359976768494
0.9539133310317993,0.052391666918992996,0.8469089269638062,0.17590409517288208
0.9559566378593445,0.04932065308094025,0.8495514988899231,0.1704055368900299
0.955617368221283,0.050016168504953384,0.8411532640457153,0.17608752846717834
0.9576019048690796,0.047729142010211945,0.8510951399803162,0.17085778713226318
0.9584366679191589,0.04735420271754265,0.8514484763145447,0.16732196509838104
0.9593014121055603,0.04655660688877106,0.8504194617271423,0.16986562311649323
0.9599727392196655,0.04536716267466545,0.8398016095161438,0.18623630702495575
0.959760844707489,0.045201968401670456,0.8528160452842712,0.172047421336174
0.9628273844718933,0.04277556762099266,0.856479287147522,0.16501064598560333
0.9610962271690369,0.04388110339641571,0.8324155807495117,0.19438286125659943
0.9598456621170044,0.04544694721698761,0.8511589765548706,0.1717919409275055
0.9585736989974976,0.046551212668418884,0.8539413809776306,0.16784825921058655
0.9589133858680725,0.045723654329776764,0.8546419143676758,0.16853173077106476
0.961172342300415,0.04358067363500595,0.8500773310661316,0.17239491641521454
0.9598007202148438,0.044606827199459076,0.8456491231918335,0.18485352396965027
0.960343599319458,0.04394641891121864,0.8471055626869202,0.17756645381450653
0.9609771966934204,0.04393235966563225,0.8388333320617676,0.1945374459028244
0.9623799324035645,0.04251818358898163,0.8435230851173401,0.18503159284591675
0.9636280536651611,0.041421886533498764,0.8531308770179749,0.1703304797410965
0.9572262763977051,0.04617767781019211,0.8144031167030334,0.21657361090183258
0.9414687156677246,0.061095088720321655,0.7666988968849182,0.28058865666389465
0.9482038617134094,0.0563477985560894,0.8477789759635925,0.18195147812366486
